Type,X,Y,BB Width,BB Height,filename,Image Width,Image Height
instructor,986,411,293,308,video5_0_2_shot22.jpg,1280,720
header,181,10,289,57,video5_0_2_shot22.jpg,1280,720
header,697,48,222,19,video5_0_2_shot22.jpg,1280,720
title,152,113,436,37,video5_0_2_shot22.jpg,1280,720
picture,174,195,177,280,video5_0_2_shot22.jpg,1280,720
picture,442,194,239,282,video5_0_2_shot22.jpg,1280,720
picture,765,194,221,281,video5_0_2_shot22.jpg,1280,720
text box,166,503,209,129,video5_0_2_shot22.jpg,1280,720
text box,437,500,230,132,video5_0_2_shot22.jpg,1280,720
text box,749,500,219,95,video5_0_2_shot22.jpg,1280,720
footer,149,676,68,17,video5_0_2_shot22.jpg,1280,720
header,181,10,289,57,video5_0_2_shot23.jpg,1280,720
header,697,48,222,19,video5_0_2_shot23.jpg,1280,720
title,152,113,436,37,video5_0_2_shot23.jpg,1280,720
picture,176,194,176,281,video5_0_2_shot23.jpg,1280,720
picture,445,195,237,281,video5_0_2_shot23.jpg,1280,720
text box,166,500,209,132,video5_0_2_shot23.jpg,1280,720
text box,435,502,230,129,video5_0_2_shot23.jpg,1280,720
text box,751,500,213,95,video5_0_2_shot23.jpg,1280,720
footer,149,676,68,17,video5_0_2_shot23.jpg,1280,720
picture,765,194,221,281,video5_0_2_shot23.jpg,1280,720
instructor,987,406,292,314,video5_0_2_shot23.jpg,1280,720
header,181,10,289,57,video5_0_2_shot24.jpg,1280,720
header,697,48,222,19,video5_0_2_shot24.jpg,1280,720
title,152,113,436,37,video5_0_2_shot24.jpg,1280,720
picture,174,195,176,277,video5_0_2_shot24.jpg,1280,720
picture,442,195,239,278,video5_0_2_shot24.jpg,1280,720
text box,163,500,213,133,video5_0_2_shot24.jpg,1280,720
text box,439,500,228,131,video5_0_2_shot24.jpg,1280,720
text box,750,500,213,93,video5_0_2_shot24.jpg,1280,720
footer,149,676,68,17,video5_0_2_shot24.jpg,1280,720
picture,765,193,221,281,video5_0_2_shot24.jpg,1280,720
instructor,981,403,294,317,video5_0_2_shot24.jpg,1280,720
header,181,10,289,57,video5_0_2_shot25.jpg,1280,720
header,697,48,222,19,video5_0_2_shot25.jpg,1280,720
title,152,113,436,37,video5_0_2_shot25.jpg,1280,720
picture,176,195,174,278,video5_0_2_shot25.jpg,1280,720
picture,443,193,240,278,video5_0_2_shot25.jpg,1280,720
text box,166,503,209,129,video5_0_2_shot25.jpg,1280,720
text box,437,500,228,131,video5_0_2_shot25.jpg,1280,720
text box,750,500,215,93,video5_0_2_shot25.jpg,1280,720
footer,149,676,68,17,video5_0_2_shot25.jpg,1280,720
picture,765,194,221,281,video5_0_2_shot25.jpg,1280,720
instructor,981,404,294,315,video5_0_2_shot25.jpg,1280,720
header,181,10,289,57,video5_0_2_shot26.jpg,1280,720
header,697,48,222,19,video5_0_2_shot26.jpg,1280,720
title,152,113,436,37,video5_0_2_shot26.jpg,1280,720
picture,174,195,177,276,video5_0_2_shot26.jpg,1280,720
picture,443,194,240,282,video5_0_2_shot26.jpg,1280,720
text box,165,502,209,131,video5_0_2_shot26.jpg,1280,720
text box,437,502,228,129,video5_0_2_shot26.jpg,1280,720
text box,748,499,216,96,video5_0_2_shot26.jpg,1280,720
footer,149,676,68,17,video5_0_2_shot26.jpg,1280,720
picture,765,194,221,281,video5_0_2_shot26.jpg,1280,720
instructor,982,407,295,311,video5_0_2_shot26.jpg,1280,720
header,697,48,222,19,video5_0_2_shot27.jpg,1280,720
title,152,113,436,37,video5_0_2_shot27.jpg,1280,720
picture,173,194,179,279,video5_0_2_shot27.jpg,1280,720
picture,443,194,240,282,video5_0_2_shot27.jpg,1280,720
text box,167,502,207,131,video5_0_2_shot27.jpg,1280,720
text box,436,500,231,132,video5_0_2_shot27.jpg,1280,720
text box,750,499,213,98,video5_0_2_shot27.jpg,1280,720
footer,149,676,68,17,video5_0_2_shot27.jpg,1280,720
picture,765,194,221,281,video5_0_2_shot27.jpg,1280,720
header,179,8,288,59,video5_0_2_shot27.jpg,1280,720
instructor,987,404,287,315,video5_0_2_shot27.jpg,1280,720
header,128,10,325,57,video5_1_1_shot1.jpg,1280,720
header,711,47,247,21,video5_1_1_shot1.jpg,1280,720
title,107,127,462,44,video5_1_1_shot1.jpg,1280,720
text box,95,200,889,70,video5_1_1_shot1.jpg,1280,720
text box,95,286,872,32,video5_1_1_shot1.jpg,1280,720
text box,93,333,901,66,video5_1_1_shot1.jpg,1280,720
instructor,964,397,315,323,video5_1_1_shot1.jpg,1280,720
footer,89,677,87,22,video5_1_1_shot1.jpg,1280,720
header,126,8,328,60,video5_1_1_shot2.jpg,1280,720
header,711,42,246,24,video5_1_1_shot2.jpg,1280,720
title,96,111,593,38,video5_1_1_shot2.jpg,1280,720
picture,234,188,660,382,video5_1_1_shot2.jpg,1280,720
text box,347,603,652,42,video5_1_1_shot2.jpg,1280,720
instructor,962,395,315,323,video5_1_1_shot2.jpg,1280,720
footer,93,681,77,19,video5_1_1_shot2.jpg,1280,720
instructor,963,401,314,317,video5_1_1_shot3.jpg,1280,720
header,128,7,325,59,video5_1_1_shot3.jpg,1280,720
header,711,47,251,21,video5_1_1_shot3.jpg,1280,720
title,97,107,594,46,video5_1_1_shot3.jpg,1280,720
picture,232,189,658,383,video5_1_1_shot3.jpg,1280,720
text box,342,606,653,40,video5_1_1_shot3.jpg,1280,720
footer,93,678,78,20,video5_1_1_shot3.jpg,1280,720
instructor,963,394,316,325,video5_1_1_shot4.jpg,1280,720
header,128,8,325,57,video5_1_1_shot4.jpg,1280,720
header,711,47,248,18,video5_1_1_shot4.jpg,1280,720
title,94,111,595,39,video5_1_1_shot4.jpg,1280,720
picture,232,189,662,383,video5_1_1_shot4.jpg,1280,720
text box,347,606,650,40,video5_1_1_shot4.jpg,1280,720
footer,95,677,75,21,video5_1_1_shot4.jpg,1280,720
instructor,958,396,321,324,video5_1_1_shot5.jpg,1280,720
header,128,8,323,60,video5_1_1_shot5.jpg,1280,720
title,96,110,594,42,video5_1_1_shot5.jpg,1280,720
text box,96,187,868,67,video5_1_1_shot5.jpg,1280,720
picture,721,7,343,164,video5_1_1_shot5.jpg,1280,720
footer,94,680,75,18,video5_1_1_shot5.jpg,1280,720
text box,220,645,754,55,video5_1_1_shot5.jpg,1280,720
instructor,951,401,329,319,video5_1_1_shot6.jpg,1280,720
header,129,7,322,60,video5_1_1_shot6.jpg,1280,720
title,97,112,591,37,video5_1_1_shot6.jpg,1280,720
picture,720,8,341,162,video5_1_1_shot6.jpg,1280,720
text box,96,184,870,69,video5_1_1_shot6.jpg,1280,720
text box,98,272,904,105,video5_1_1_shot6.jpg,1280,720
text box,94,394,715,29,video5_1_1_shot6.jpg,1280,720
footer,94,680,78,18,video5_1_1_shot6.jpg,1280,720
text box,219,645,742,55,video5_1_1_shot6.jpg,1280,720
header,129,8,322,58,video5_1_1_shot7.jpg,1280,720
title,95,111,594,39,video5_1_1_shot7.jpg,1280,720
text box,98,186,861,71,video5_1_1_shot7.jpg,1280,720
text box,94,272,910,104,video5_1_1_shot7.jpg,1280,720
text box,94,394,713,29,video5_1_1_shot7.jpg,1280,720
text box,95,440,828,29,video5_1_1_shot7.jpg,1280,720
text box,218,641,754,60,video5_1_1_shot7.jpg,1280,720
footer,93,677,78,22,video5_1_1_shot7.jpg,1280,720
picture,718,3,344,169,video5_1_1_shot7.jpg,1280,720
instructor,958,400,322,320,video5_1_1_shot7.jpg,1280,720
header,129,5,325,62,video5_1_1_shot8.jpg,1280,720
title,95,110,594,40,video5_1_1_shot8.jpg,1280,720
picture,720,5,342,161,video5_1_1_shot8.jpg,1280,720
text box,95,188,866,66,video5_1_1_shot8.jpg,1280,720
text box,97,274,908,102,video5_1_1_shot8.jpg,1280,720
text box,95,396,711,27,video5_1_1_shot8.jpg,1280,720
text box,97,442,829,27,video5_1_1_shot8.jpg,1280,720
text box,220,645,751,55,video5_1_1_shot8.jpg,1280,720
footer,95,678,77,20,video5_1_1_shot8.jpg,1280,720
instructor,957,399,321,319,video5_1_1_shot8.jpg,1280,720
instructor,965,399,313,319,video5_1_1_shot9.jpg,1280,720
header,129,7,322,61,video5_1_1_shot9.jpg,1280,720
title,97,114,592,37,video5_1_1_shot9.jpg,1280,720
text box,94,186,868,68,video5_1_1_shot9.jpg,1280,720
text box,96,270,908,105,video5_1_1_shot9.jpg,1280,720
text box,96,395,711,31,video5_1_1_shot9.jpg,1280,720
text box,96,441,828,26,video5_1_1_shot9.jpg,1280,720
text box,93,485,935,31,video5_1_1_shot9.jpg,1280,720
text box,218,638,756,61,video5_1_1_shot9.jpg,1280,720
footer,93,677,76,22,video5_1_1_shot9.jpg,1280,720
picture,719,6,346,165,video5_1_1_shot9.jpg,1280,720
instructor,965,399,313,319,video5_1_1_shot10.jpg,1280,720
header,129,8,325,58,video5_1_1_shot10.jpg,1280,720
title,97,111,592,42,video5_1_1_shot10.jpg,1280,720
picture,721,7,341,165,video5_1_1_shot10.jpg,1280,720
text box,96,186,865,67,video5_1_1_shot10.jpg,1280,720
text box,98,269,903,108,video5_1_1_shot10.jpg,1280,720
text box,96,395,711,28,video5_1_1_shot10.jpg,1280,720
text box,97,440,827,26,video5_1_1_shot10.jpg,1280,720
text box,94,484,935,28,video5_1_1_shot10.jpg,1280,720
text box,96,530,835,67,video5_1_1_shot10.jpg,1280,720
footer,93,677,76,21,video5_1_1_shot10.jpg,1280,720
text box,219,642,754,58,video5_1_1_shot10.jpg,1280,720
header,129,9,323,56,video5_1_1_shot11.jpg,1280,720
title,99,111,588,40,video5_1_1_shot11.jpg,1280,720
text box,98,190,862,64,video5_1_1_shot11.jpg,1280,720
text box,99,276,900,99,video5_1_1_shot11.jpg,1280,720
text box,97,398,711,23,video5_1_1_shot11.jpg,1280,720
text box,97,444,825,22,video5_1_1_shot11.jpg,1280,720
text box,99,486,928,25,video5_1_1_shot11.jpg,1280,720
text box,99,529,830,70,video5_1_1_shot11.jpg,1280,720
footer,94,679,74,19,video5_1_1_shot11.jpg,1280,720
text box,219,643,753,57,video5_1_1_shot11.jpg,1280,720
picture,720,7,342,160,video5_1_1_shot11.jpg,1280,720
instructor,963,401,317,319,video5_1_1_shot11.jpg,1280,720
instructor,957,396,323,324,video5_1_1_shot12.jpg,1280,720
header,130,11,320,54,video5_1_1_shot12.jpg,1280,720
header,710,46,245,19,video5_1_1_shot12.jpg,1280,720
title,98,110,589,40,video5_1_1_shot12.jpg,1280,720
picture,66,182,603,165,video5_1_1_shot12.jpg,1280,720
footer,96,680,71,17,video5_1_1_shot12.jpg,1280,720
header,131,11,319,53,video5_1_1_shot13.jpg,1280,720
header,714,50,240,14,video5_1_1_shot13.jpg,1280,720
title,97,112,589,36,video5_1_1_shot13.jpg,1280,720
footer,96,680,71,15,video5_1_1_shot13.jpg,1280,720
instructor,926,395,354,325,video5_1_1_shot13.jpg,1280,720
picture,67,163,883,190,video5_1_1_shot13.jpg,1280,720
instructor,1029,403,251,316,video5_1_1_shot14.jpg,1280,720
picture,67,167,883,183,video5_1_1_shot14.jpg,1280,720
header,130,9,319,56,video5_1_1_shot14.jpg,1280,720
header,710,51,245,15,video5_1_1_shot14.jpg,1280,720
title,97,113,590,36,video5_1_1_shot14.jpg,1280,720
footer,97,679,71,17,video5_1_1_shot14.jpg,1280,720
diagram,62,389,488,259,video5_1_1_shot14.jpg,1280,720
header,129,10,321,53,video5_1_1_shot15.jpg,1280,720
header,713,49,241,16,video5_1_1_shot15.jpg,1280,720
title,97,111,590,38,video5_1_1_shot15.jpg,1280,720
picture,67,163,882,187,video5_1_1_shot15.jpg,1280,720
diagram,63,389,487,259,video5_1_1_shot15.jpg,1280,720
diagram,583,388,491,261,video5_1_1_shot15.jpg,1280,720
instructor,965,398,315,322,video5_1_1_shot15.jpg,1280,720
footer,96,679,71,16,video5_1_1_shot15.jpg,1280,720
header,130,12,322,55,video5_1_1_shot16.jpg,1280,720
header,710,48,242,17,video5_1_1_shot16.jpg,1280,720
title,98,113,589,36,video5_1_1_shot16.jpg,1280,720
picture,67,164,882,187,video5_1_1_shot16.jpg,1280,720
diagram,62,390,490,258,video5_1_1_shot16.jpg,1280,720
diagram,585,389,489,260,video5_1_1_shot16.jpg,1280,720
instructor,960,401,320,319,video5_1_1_shot16.jpg,1280,720
footer,97,679,72,19,video5_1_1_shot16.jpg,1280,720
header,130,11,320,54,video5_1_1_shot17.jpg,1280,720
title,108,128,620,36,video5_1_1_shot17.jpg,1280,720
text box,98,204,169,29,video5_1_1_shot17.jpg,1280,720
header,710,49,243,17,video5_1_1_shot17.jpg,1280,720
footer,95,680,73,18,video5_1_1_shot17.jpg,1280,720
instructor,958,402,322,320,video5_1_1_shot17.jpg,1280,720
header,132,11,317,52,video5_1_1_shot18.jpg,1280,720
header,714,49,240,14,video5_1_1_shot18.jpg,1280,720
title,110,129,619,35,video5_1_1_shot18.jpg,1280,720
text box,95,203,883,113,video5_1_1_shot18.jpg,1280,720
instructor,948,402,332,318,video5_1_1_shot18.jpg,1280,720
footer,97,679,70,17,video5_1_1_shot18.jpg,1280,720
header,127,11,322,52,video5_1_1_shot19.jpg,1280,720
header,711,48,244,17,video5_1_1_shot19.jpg,1280,720
title,109,126,619,37,video5_1_1_shot19.jpg,1280,720
title,97,207,169,26,video5_1_1_shot19.jpg,1280,720
text box,183,251,790,65,video5_1_1_shot19.jpg,1280,720
text box,182,333,558,25,video5_1_1_shot19.jpg,1280,720
text box,184,380,842,23,video5_1_1_shot19.jpg,1280,720
text box,187,425,637,26,video5_1_1_shot19.jpg,1280,720
instructor,952,404,328,316,video5_1_1_shot19.jpg,1280,720
footer,95,681,73,15,video5_1_1_shot19.jpg,1280,720
header,130,11,318,54,video5_1_1_shot20.jpg,1280,720
header,713,48,241,16,video5_1_1_shot20.jpg,1280,720
title,109,126,618,38,video5_1_1_shot20.jpg,1280,720
text box,95,206,170,27,video5_1_1_shot20.jpg,1280,720
text box,183,249,791,67,video5_1_1_shot20.jpg,1280,720
text box,185,334,556,24,video5_1_1_shot20.jpg,1280,720
text box,183,381,837,23,video5_1_1_shot20.jpg,1280,720
text box,185,425,639,23,video5_1_1_shot20.jpg,1280,720
text box,95,471,135,25,video5_1_1_shot20.jpg,1280,720
text box,183,515,805,61,video5_1_1_shot20.jpg,1280,720
footer,95,681,73,15,video5_1_1_shot20.jpg,1280,720
instructor,969,396,310,324,video5_1_1_shot20.jpg,1280,720
header,127,8,326,57,video5_1_1_shot21.jpg,1280,720
header,709,49,246,15,video5_1_1_shot21.jpg,1280,720
title,109,123,712,46,video5_1_1_shot21.jpg,1280,720
text box,97,203,897,64,video5_1_1_shot21.jpg,1280,720
text box,144,290,258,22,video5_1_1_shot21.jpg,1280,720
text box,143,336,614,24,video5_1_1_shot21.jpg,1280,720
text box,144,378,367,27,video5_1_1_shot21.jpg,1280,720
text box,145,426,255,27,video5_1_1_shot21.jpg,1280,720
text box,145,468,225,29,video5_1_1_shot21.jpg,1280,720
text box,141,512,832,28,video5_1_1_shot21.jpg,1280,720
footer,97,681,69,16,video5_1_1_shot21.jpg,1280,720
instructor,960,399,319,320,video5_1_1_shot21.jpg,1280,720
header,130,11,322,53,video5_1_1_shot22.jpg,1280,720
header,712,48,243,18,video5_1_1_shot22.jpg,1280,720
title,97,113,641,36,video5_1_1_shot22.jpg,1280,720
handwriting,391,165,486,19,video5_1_1_shot22.jpg,1280,720
text box,799,96,266,86,video5_1_1_shot22.jpg,1280,720
table,95,183,978,462,video5_1_1_shot22.jpg,1280,720
handwriting,381,608,536,22,video5_1_1_shot22.jpg,1280,720
handwriting,61,237,15,387,video5_1_1_shot22.jpg,1280,720
footer,94,681,73,17,video5_1_1_shot22.jpg,1280,720
instructor,1019,404,260,315,video5_1_1_shot22.jpg,1280,720
header,127,9,324,56,video5_1_1_shot23.jpg,1280,720
header,711,48,243,17,video5_1_1_shot23.jpg,1280,720
title,95,113,644,36,video5_1_1_shot23.jpg,1280,720
text box,801,94,263,88,video5_1_1_shot23.jpg,1280,720
handwriting,59,241,15,383,video5_1_1_shot23.jpg,1280,720
handwriting,377,606,542,23,video5_1_1_shot23.jpg,1280,720
handwriting,967,279,22,315,video5_1_1_shot23.jpg,1280,720
handwriting,1030,267,21,324,video5_1_1_shot23.jpg,1280,720
footer,97,680,70,18,video5_1_1_shot23.jpg,1280,720
instructor,999,402,280,318,video5_1_1_shot23.jpg,1280,720
table,92,179,978,470,video5_1_1_shot23.jpg,1280,720
handwriting,392,164,483,18,video5_1_1_shot23.jpg,1280,720
header,129,12,321,55,video5_1_1_shot24.jpg,1280,720
header,712,48,241,18,video5_1_1_shot24.jpg,1280,720
title,93,111,648,40,video5_1_1_shot24.jpg,1280,720
text box,800,96,265,88,video5_1_1_shot24.jpg,1280,720
handwriting,390,167,484,15,video5_1_1_shot24.jpg,1280,720
handwriting,61,242,17,382,video5_1_1_shot24.jpg,1280,720
handwriting,380,611,536,16,video5_1_1_shot24.jpg,1280,720
handwriting,965,286,25,306,video5_1_1_shot24.jpg,1280,720
handwriting,1028,269,21,231,video5_1_1_shot24.jpg,1280,720
instructor,958,401,319,318,video5_1_1_shot24.jpg,1280,720
table,94,179,974,470,video5_1_1_shot24.jpg,1280,720
footer,97,681,69,16,video5_1_1_shot24.jpg,1280,720
header,129,12,321,55,video5_1_1_shot25.jpg,1280,720
header,712,48,241,18,video5_1_1_shot25.jpg,1280,720
title,93,111,648,40,video5_1_1_shot25.jpg,1280,720
text box,800,96,265,88,video5_1_1_shot25.jpg,1280,720
instructor,954,405,326,314,video5_1_1_shot25.jpg,1280,720
table,91,179,983,470,video5_1_1_shot25.jpg,1280,720
handwriting,61,242,17,382,video5_1_1_shot25.jpg,1280,720
handwriting,390,167,484,15,video5_1_1_shot25.jpg,1280,720
handwriting,380,611,536,16,video5_1_1_shot25.jpg,1280,720
handwriting,965,286,25,306,video5_1_1_shot25.jpg,1280,720
handwriting,1028,269,21,231,video5_1_1_shot25.jpg,1280,720
footer,97,681,69,16,video5_1_1_shot25.jpg,1280,720
header,129,12,321,55,video5_1_1_shot26.jpg,1280,720
header,712,48,241,18,video5_1_1_shot26.jpg,1280,720
title,93,111,648,40,video5_1_1_shot26.jpg,1280,720
text box,800,96,265,88,video5_1_1_shot26.jpg,1280,720
handwriting,390,167,484,15,video5_1_1_shot26.jpg,1280,720
table,97,189,975,458,video5_1_1_shot26.jpg,1280,720
handwriting,61,242,17,382,video5_1_1_shot26.jpg,1280,720
handwriting,1028,270,21,321,video5_1_1_shot26.jpg,1280,720
handwriting,967,281,22,312,video5_1_1_shot26.jpg,1280,720
footer,92,681,75,17,video5_1_1_shot26.jpg,1280,720
instructor,966,400,312,319,video5_1_1_shot26.jpg,1280,720
handwriting,382,608,533,21,video5_1_1_shot26.jpg,1280,720
header,712,49,243,14,video5_1_1_shot27.jpg,1280,720
header,127,8,326,57,video5_1_1_shot27.jpg,1280,720
title,94,112,645,38,video5_1_1_shot27.jpg,1280,720
text box,799,96,266,86,video5_1_1_shot27.jpg,1280,720
handwriting,392,164,483,18,video5_1_1_shot27.jpg,1280,720
handwriting,61,237,15,387,video5_1_1_shot27.jpg,1280,720
handwriting,965,286,25,306,video5_1_1_shot27.jpg,1280,720
handwriting,1030,269,21,322,video5_1_1_shot27.jpg,1280,720
handwriting,381,610,536,20,video5_1_1_shot27.jpg,1280,720
table,94,182,979,463,video5_1_1_shot27.jpg,1280,720
instructor,959,398,320,321,video5_1_1_shot27.jpg,1280,720
footer,95,681,74,17,video5_1_1_shot27.jpg,1280,720
header,127,11,324,54,video5_1_1_shot28.jpg,1280,720
header,710,50,245,15,video5_1_1_shot28.jpg,1280,720
title,94,114,646,36,video5_1_1_shot28.jpg,1280,720
text box,799,96,266,86,video5_1_1_shot28.jpg,1280,720
handwriting,392,164,483,18,video5_1_1_shot28.jpg,1280,720
handwriting,61,237,15,387,video5_1_1_shot28.jpg,1280,720
handwriting,381,610,536,20,video5_1_1_shot28.jpg,1280,720
handwriting,965,286,25,306,video5_1_1_shot28.jpg,1280,720
handwriting,1028,269,21,207,video5_1_1_shot28.jpg,1280,720
footer,97,681,69,16,video5_1_1_shot28.jpg,1280,720
instructor,959,402,320,317,video5_1_1_shot28.jpg,1280,720
table,94,182,972,463,video5_1_1_shot28.jpg,1280,720
header,127,11,322,54,video5_1_1_shot29.jpg,1280,720
header,710,50,245,15,video5_1_1_shot29.jpg,1280,720
title,94,112,645,38,video5_1_1_shot29.jpg,1280,720
text box,799,96,266,86,video5_1_1_shot29.jpg,1280,720
table,98,184,971,462,video5_1_1_shot29.jpg,1280,720
footer,95,681,74,17,video5_1_1_shot29.jpg,1280,720
instructor,964,398,315,321,video5_1_1_shot29.jpg,1280,720
header,127,11,322,54,video5_1_1_shot30.jpg,1280,720
header,710,50,245,15,video5_1_1_shot30.jpg,1280,720
table,96,182,974,463,video5_1_1_shot30.jpg,1280,720
footer,95,678,73,18,video5_1_1_shot30.jpg,1280,720
instructor,961,392,319,327,video5_1_1_shot30.jpg,1280,720
text box,800,98,266,84,video5_1_1_shot30.jpg,1280,720
title,97,113,645,37,video5_1_1_shot30.jpg,1280,720
header,127,11,322,54,video5_1_1_shot31.jpg,1280,720
header,710,50,245,15,video5_1_1_shot31.jpg,1280,720
title,97,113,645,37,video5_1_1_shot31.jpg,1280,720
text box,800,98,264,84,video5_1_1_shot31.jpg,1280,720
table,94,182,972,465,video5_1_1_shot31.jpg,1280,720
footer,95,678,73,18,video5_1_1_shot31.jpg,1280,720
instructor,958,402,322,318,video5_1_1_shot31.jpg,1280,720
header,127,11,322,54,video5_1_1_shot32.jpg,1280,720
header,710,50,245,15,video5_1_1_shot32.jpg,1280,720
title,97,113,645,37,video5_1_1_shot32.jpg,1280,720
text box,800,98,264,84,video5_1_1_shot32.jpg,1280,720
table,96,182,975,463,video5_1_1_shot32.jpg,1280,720
footer,95,679,73,19,video5_1_1_shot32.jpg,1280,720
instructor,958,402,322,318,video5_1_1_shot32.jpg,1280,720
header,181,10,286,56,video5_1_2_shot1.jpg,1280,720
header,700,49,216,16,video5_1_2_shot1.jpg,1280,720
title,273,240,583,86,video5_1_2_shot1.jpg,1280,720
text box,307,434,521,147,video5_1_2_shot1.jpg,1280,720
footer,150,674,65,19,video5_1_2_shot1.jpg,1280,720
instructor,989,417,288,302,video5_1_2_shot1.jpg,1280,720
header,180,12,287,54,video5_1_2_shot2.jpg,1280,720
header,701,50,216,15,video5_1_2_shot2.jpg,1280,720
title,163,128,398,41,video5_1_2_shot2.jpg,1280,720
picture,635,96,320,429,video5_1_2_shot2.jpg,1280,720
text box,583,583,430,73,video5_1_2_shot2.jpg,1280,720
footer,151,675,63,18,video5_1_2_shot2.jpg,1280,720
instructor,999,417,276,302,video5_1_2_shot2.jpg,1280,720
header,182,11,284,54,video5_1_2_shot3.jpg,1280,720
